"GEO_ID","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","NAME"
"0500000US26145","75609","1516","8.5","1.5","6.5","1.0","14.5","1.7","12.3","1.5","16.6","2.0","19.9","2.0","9.4","1.3","8.6","1.5","2.1","0.7","1.7","0.6","41938","1484","53707","2130","33.6","(X)","(X)","(X)","(X)","(X)","48805","2132","5.9","1.5","3.3","1.0","10.1","1.8","10.6","1.7","17.1","2.8","22.9","2.8","11.8","1.9","12.6","2.2","3.3","1.1","2.5","0.9","52243","2201","65262","2940","(X)","(X)","34.5","(X)","(X)","(X)","35866","2023","1.1","0.7","1.5","1.1","6.7","2.3","9.4","2.0","16.6","3.0","24.7","3.3","15.3","2.5","16.8","2.9","4.4","1.4","3.4","1.3","65133","2683","77648","3632","(X)","(X)","(X)","(X)","(X)","(X)","26804","2093","14.5","3.0","12.7","2.7","23.1","3.4","14.8","3.1","15.9","2.9","13.6","2.9","4.0","1.7","1.2","0.7","0.1","0.1","0.1","0.2","24851","2028","31358","1866","(X)","(X)","(X)","(X)","30.1","(X)","Saginaw County, Michigan"
"0500000US26147","64501","1533","6.0","1.4","6.9","1.7","13.7","1.8","12.6","1.6","16.8","1.9","20.2","2.2","12.1","1.8","8.5","1.4","1.9","0.6","1.3","0.6","44369","2121","55531","2778","24.9","(X)","(X)","(X)","(X)","(X)","43998","1671","4.2","1.6","4.0","1.4","9.3","1.9","10.9","2.0","18.2","2.4","23.7","2.7","15.0","2.4","11.0","2.0","2.3","0.8","1.6","0.8","53207","3281","63356","3563","(X)","(X)","24.3","(X)","(X)","(X)","32710","1794","1.0","0.6","1.5","1.0","6.3","1.6","9.6","2.4","17.6","2.6","28.0","3.1","17.6","2.8","13.2","2.5","3.1","1.1","2.1","1.1","61377","1689","N","N","(X)","(X)","(X)","(X)","(X)","(X)","20503","2029","12.1","3.3","12.7","3.8","22.8","3.9","17.1","3.2","12.7","3.6","12.2","3.8","5.7","2.3","2.7","1.4","1.0","1.3","0.9","0.7","26046","2388","37560","4247","(X)","(X)","(X)","(X)","25.7","(X)","St. Clair County, Michigan"
"0500000US26155","27134","928","5.3","2.2","6.9","2.3","12.3","2.5","11.9","2.7","17.2","3.3","22.1","3.9","12.2","2.7","10.1","2.7","1.5","0.8","0.5","0.4","46528","3767","53718","3019","36.1","(X)","(X)","(X)","(X)","(X)","18801","1040","4.1","1.9","4.0","2.1","6.2","1.9","11.7","3.2","20.5","3.4","24.0","4.2","13.9","3.1","12.9","3.3","2.0","1.2","0.6","0.6","52614","3831","60699","3176","(X)","(X)","34.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","59847","3264","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8333","1053","10.3","5.1","13.5","5.7","25.9","6.5","11.8","4.3","13.0","6.3","16.1","5.5","4.9","3.3","4.3","3.7","0.0","1.6","0.2","0.3","25227","6927","34722","4548","(X)","(X)","(X)","(X)","40.2","(X)","Shiawassee County, Michigan"
"0500000US26159","27779","1421","8.5","2.5","4.3","1.5","13.4","2.5","13.5","2.7","16.4","2.6","20.8","2.9","9.8","2.4","8.1","1.8","2.8","1.3","2.4","1.2","44242","2889","55627","3181","25.0","(X)","(X)","(X)","(X)","(X)","19446","1354","4.6","1.9","2.8","1.4","12.2","3.1","11.2","2.7","15.4","3.0","24.6","3.5","12.0","3.1","11.0","2.5","2.9","1.3","3.2","1.7","53642","4330","63568","3903","(X)","(X)","24.7","(X)","(X)","(X)","15394","1131","2.7","1.6","1.0","0.8","9.8","3.3","9.1","2.9","16.0","3.8","26.2","4.1","14.9","4.0","12.7","3.0","3.3","1.5","4.1","2.1","60955","2539","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8333","1227","17.8","7.2","9.5","4.5","15.3","5.5","21.4","6.7","19.1","5.8","9.2","4.4","3.5","2.3","1.7","1.6","2.6","3.3","0.0","1.6","27455","2632","33616","5390","(X)","(X)","(X)","(X)","24.5","(X)","Van Buren County, Michigan"
"0500000US26161","132028","3047","7.1","1.2","4.9","1.1","9.2","1.1","9.6","1.1","13.4","1.3","18.6","1.7","12.1","1.5","13.6","1.5","6.5","1.0","5.1","0.7","55880","2321","76147","2720","26.1","(X)","(X)","(X)","(X)","(X)","75071","2930","3.9","1.2","1.7","0.7","6.4","1.5","6.5","1.3","11.8","1.6","17.1","1.7","15.4","2.0","19.7","2.2","9.8","1.6","7.8","1.3","79240","4058","96914","4372","(X)","(X)","25.7","(X)","(X)","(X)","58601","2479","1.4","0.6","0.7","0.4","3.9","1.3","4.1","1.0","9.1","1.4","17.6","1.9","17.7","2.3","23.3","2.4","12.4","2.0","9.8","1.6","93919","4325","112016","5186","(X)","(X)","(X)","(X)","(X)","(X)","56957","2912","12.2","2.3","9.1","2.2","14.1","2.1","14.6","2.2","15.1","2.4","19.4","2.7","7.1","1.9","5.1","1.5","1.8","0.9","1.4","0.7","34940","3173","46443","3436","(X)","(X)","(X)","(X)","25.2","(X)","Washtenaw County, Michigan"
"0500000US26163","675079","6231","12.6","0.6","7.6","0.5","13.7","0.6","11.6","0.6","14.3","0.6","17.7","0.7","8.8","0.4","8.8","0.4","3.0","0.3","1.9","0.2","39408","861","53678","789","34.5","(X)","(X)","(X)","(X)","(X)","421496","7463","8.9","0.7","5.7","0.6","10.6","0.7","10.5","0.7","15.0","0.8","19.0","0.9","11.3","0.7","12.1","0.7","4.4","0.5","2.5","0.3","49176","1189","64024","1304","(X)","(X)","36.0","(X)","(X)","(X)","250924","5874","2.7","0.4","2.3","0.5","6.0","0.7","7.8","0.8","14.9","1.0","22.2","1.3","15.9","1.0","17.8","1.1","6.7","0.7","3.8","0.5","67372","1728","82894","1814","(X)","(X)","(X)","(X)","(X)","(X)","253583","6852","20.3","1.2","11.1","1.0","18.9","1.1","13.6","1.0","13.1","0.9","14.9","1.1","4.2","0.5","2.5","0.4","0.7","0.3","0.7","0.3","24793","831","34497","1163","(X)","(X)","(X)","(X)","30.8","(X)","Wayne County, Michigan"
"0500000US27003","121547","1549","3.5","0.7","3.1","0.8","8.2","1.3","7.8","0.9","13.8","1.3","21.8","1.7","16.9","1.3","16.6","1.3","4.9","0.9","3.4","0.8","65771","1579","78178","2999","24.1","(X)","(X)","(X)","(X)","(X)","86660","2447","1.6","0.6","1.4","0.7","5.8","1.4","7.1","1.1","12.6","1.5","22.8","1.8","18.4","1.7","19.9","1.7","6.3","1.2","4.1","1.0","73039","2757","86829","3108","(X)","(X)","24.6","(X)","(X)","(X)","70405","2843","0.6","0.4","0.8","0.7","3.7","1.2","4.8","0.9","12.1","1.5","22.3","2.0","20.3","2.0","23.2","2.0","7.5","1.4","4.7","1.2","81740","2455","N","N","(X)","(X)","(X)","(X)","(X)","(X)","34887","2300","8.8","2.1","7.1","2.0","15.1","2.7","10.7","1.9","18.4","2.8","20.3","3.3","10.3","2.5","6.7","2.2","0.9","0.6","1.6","1.2","40707","1682","52917","7522","(X)","(X)","(X)","(X)","20.3","(X)","Anoka County, Minnesota"
"0500000US27019","31657","1151","2.5","1.6","2.6","1.4","6.3","2.1","6.7","1.7","10.0","2.1","17.8","3.2","18.6","3.3","20.9","2.8","8.6","2.1","6.1","1.9","80173","5271","92422","6026","18.1","(X)","(X)","(X)","(X)","(X)","23777","1260","2.2","1.9","0.1","0.1","3.2","1.7","5.2","2.0","8.1","2.3","16.9","3.3","21.2","4.0","24.3","3.9","11.1","2.6","7.7","2.4","88444","3756","105572","8050","(X)","(X)","18.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","98091","7510","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7880","899","3.6","2.7","10.1","5.2","16.0","6.7","14.3","5.1","15.0","5.3","23.0","7.1","7.4","3.9","8.9","4.5","1.6","1.9","0.0","1.3","39375","7753","47973","5768","(X)","(X)","(X)","(X)","14.6","(X)","Carver County, Minnesota"
"0500000US27037","152773","1978","3.3","0.6","3.5","0.7","7.5","1.1","7.5","1.1","12.8","1.4","20.3","1.6","14.8","1.2","17.9","1.5","7.2","0.8","5.2","0.8","69508","2131","84818","2982","20.1","(X)","(X)","(X)","(X)","(X)","106486","2404","1.6","0.6","1.8","0.7","4.9","1.0","5.5","1.0","10.9","1.7","19.9","1.9","17.1","1.5","21.7","1.9","9.3","1.2","7.2","1.0","82263","2031","98593","4026","(X)","(X)","18.9","(X)","(X)","(X)","83620","2492","0.7","0.5","1.0","0.6","3.3","1.0","3.0","0.9","7.8","1.3","17.7","1.7","19.8","1.7","26.4","2.4","11.4","1.5","8.8","1.3","94952","3643","111341","4827","(X)","(X)","(X)","(X)","(X)","(X)","46287","2213","8.5","1.7","8.0","1.6","14.1","2.8","13.3","2.4","16.9","2.7","20.0","2.7","8.2","1.9","8.2","1.9","2.1","1.0","0.6","0.6","40832","3188","49493","3555","(X)","(X)","(X)","(X)","20.9","(X)","Dakota County, Minnesota"
"0500000US27053","472543","4081","6.7","0.6","4.8","0.4","9.0","0.7","9.1","0.7","13.1","0.6","17.8","0.7","13.0","0.7","14.6","0.7","5.9","0.5","6.0","0.5","59236","1390","82055","1974","20.1","(X)","(X)","(X)","(X)","(X)","268845","5541","4.1","0.7","2.6","0.5","6.2","0.7","7.3","0.7","10.9","0.8","17.5","1.1","14.9","0.9","19.2","1.0","8.4","0.7","8.8","0.8","76797","1650","101740","3214","(X)","(X)","20.9","(X)","(X)","(X)","200627","5155","0.8","0.3","1.1","0.3","2.8","0.6","5.6","0.9","8.9","0.8","16.9","1.1","17.4","1.0","24.1","1.3","10.8","1.0","11.5","1.0","94723","2712","121190","3945","(X)","(X)","(X)","(X)","(X)","(X)","203698","5296","11.5","1.1","8.0","0.9","13.3","1.1","11.2","1.1","15.5","1.2","18.1","1.2","9.9","1.0","8.1","0.9","2.3","0.5","2.1","0.4","40265","1145","53801","1615","(X)","(X)","(X)","(X)","17.8","(X)","Hennepin County, Minnesota"
"0500000US27109","56779","1310","4.7","1.1","3.6","0.8","9.1","2.0","10.8","1.6","12.2","2.0","19.1","2.6","15.7","1.7","14.6","2.1","5.3","1.2","4.8","0.9","60721","3062","78473","3642","20.4","(X)","(X)","(X)","(X)","(X)","37569","1750","1.3","0.6","1.5","0.8","4.8","1.7","7.4","2.0","11.4","2.2","20.6","3.1","19.6","2.3","19.4","2.7","7.5","1.8","6.5","1.3","78175","2652","95689","4593","(X)","(X)","19.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84254","4415","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19210","1536","11.8","3.1","8.4","2.5","18.0","4.6","16.9","3.4","14.6","3.2","15.2","3.8","8.4","2.5","4.4","2.3","0.9","0.8","1.3","1.3","32372","2264","43326","5332","(X)","(X)","(X)","(X)","21.2","(X)","Olmsted County, Minnesota"
"0500000US27123","202678","2795","8.1","1.0","5.3","0.7","10.8","1.0","11.5","1.2","14.1","1.0","18.0","1.2","13.0","1.0","11.8","0.9","4.2","0.7","3.2","0.5","50136","1305","67010","2074","22.4","(X)","(X)","(X)","(X)","(X)","117849","2970","5.5","1.0","3.8","0.9","7.9","1.2","9.3","1.2","11.6","1.2","18.3","1.4","15.2","1.4","17.6","1.3","6.2","1.0","4.7","0.8","66471","2834","81568","2960","(X)","(X)","23.3","(X)","(X)","(X)","82144","2812","1.5","0.7","2.6","0.9","3.7","1.1","7.3","1.3","11.0","1.5","19.2","1.8","18.3","1.8","22.3","1.6","7.7","1.2","6.4","1.1","80300","2309","96975","3776","(X)","(X)","(X)","(X)","(X)","(X)","84829","2903","12.3","1.7","8.5","1.2","15.7","2.0","14.6","2.2","17.0","1.7","17.2","1.9","9.4","1.4","3.3","0.9","0.9","0.5","1.2","0.5","33709","2964","44676","2786","(X)","(X)","(X)","(X)","19.9","(X)","Ramsey County, Minnesota"
"0500000US27137","87202","2167","8.6","1.4","8.5","1.6","13.6","2.0","12.2","1.7","13.3","1.4","19.2","1.7","11.7","1.6","9.2","1.2","2.0","0.6","1.7","0.5","41801","1619","55651","2041","23.9","(X)","(X)","(X)","(X)","(X)","51737","1757","4.2","1.6","5.4","1.5","9.3","2.1","9.9","1.7","13.5","1.9","22.1","2.3","15.9","2.3","14.3","1.8","3.0","0.9","2.6","0.9","59219","3525","69058","3106","(X)","(X)","23.2","(X)","(X)","(X)","39045","1882","0.8","0.7","2.5","1.1","4.8","1.1","9.3","1.9","13.2","2.0","25.0","2.6","19.4","2.7","17.8","2.2","3.8","1.2","3.4","1.1","68438","3261","N","N","(X)","(X)","(X)","(X)","(X)","(X)","35465","2024","15.7","3.0","13.8","3.1","20.6","3.7","16.1","3.2","12.8","2.3","13.6","2.7","5.0","1.6","1.4","0.8","0.6","0.5","0.3","0.4","24869","2446","34447","3837","(X)","(X)","(X)","(X)","23.2","(X)","St. Louis County, Minnesota"
"0500000US27139","44511","1063","2.2","0.8","3.2","1.2","4.9","1.7","7.5","1.9","8.5","1.8","20.9","2.8","18.1","2.2","17.5","2.1","11.3","2.2","5.8","1.6","77314","3601","93133","3923","22.1","(X)","(X)","(X)","(X)","(X)","34767","1500","1.3","0.7","1.1","0.7","2.2","1.0","7.2","2.4","6.3","1.6","21.5","3.3","19.7","2.7","20.1","2.7","14.1","2.8","6.5","2.1","85253","4426","102847","4684","(X)","(X)","22.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","94501","5066","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9744","1350","6.1","3.4","11.7","4.4","15.7","6.4","12.4","3.9","12.7","5.4","23.0","6.4","10.2","4.6","6.0","3.5","0.0","1.0","2.2","1.8","39410","7277","52023","8629","(X)","(X)","(X)","(X)","19.5","(X)","Scott County, Minnesota"
"0500000US27141","29977","1378","2.1","1.1","1.9","1.3","8.6","2.7","6.1","2.2","12.4","3.0","25.9","4.1","19.9","3.6","16.2","3.1","4.2","1.8","2.6","1.3","69971","3505","78470","6235","22.5","(X)","(X)","(X)","(X)","(X)","22289","1438","2.4","1.4","0.7","0.8","7.2","3.4","3.9","1.7","11.2","3.2","24.4","4.6","24.2","4.3","17.9","3.8","4.9","2.1","3.2","1.6","75482","7382","85546","7674","(X)","(X)","20.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83713","5021","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7688","1418","4.1","3.1","3.5","3.4","12.6","5.7","14.1","7.2","19.4","7.0","32.3","10.8","4.8","4.0","6.8","4.5","1.5","1.8","0.8","1.3","47192","7245","52395","6581","(X)","(X)","(X)","(X)","26.5","(X)","Sherburne County, Minnesota"
"0500000US27145","56034","1499","6.1","1.4","5.2","1.2","9.1","1.9","12.7","2.0","16.7","2.2","21.8","2.2","13.6","1.5","10.2","1.6","2.7","0.9","1.8","0.7","50150","2569","61290","2766","30.3","(X)","(X)","(X)","(X)","(X)","37065","1501","3.4","1.1","3.8","1.2","5.3","1.2","11.1","2.4","14.4","2.6","23.5","2.6","17.7","2.1","14.8","2.4","3.6","1.1","2.4","1.0","62698","3387","72408","3751","(X)","(X)","28.4","(X)","(X)","(X)","30084","1536","2.0","0.9","1.8","0.8","4.2","1.1","6.7","2.0","14.9","2.7","25.5","2.6","19.9","2.5","17.7","2.8","4.4","1.4","3.0","1.2","69937","2558","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18969","1692","12.9","4.0","8.8","2.8","17.4","4.5","16.7","4.0","20.2","4.2","17.0","4.2","4.5","2.2","0.8","0.6","0.9","0.9","0.7","0.8","31601","2487","37162","3776","(X)","(X)","(X)","(X)","32.4","(X)","Stearns County, Minnesota"
"0500000US27163","86918","1520","2.7","0.9","3.1","0.9","5.5","1.1","6.5","1.3","10.0","1.4","20.6","1.9","16.7","1.8","21.1","1.7","7.2","1.2","6.5","1.2","77239","3081","92288","3853","19.9","(X)","(X)","(X)","(X)","(X)","64521","1911","1.8","0.7","2.6","1.1","2.8","0.9","4.3","1.2","8.1","1.4","18.6","2.1","18.3","2.0","26.1","2.1","9.4","1.5","8.1","1.6","91382","3756","105208","5211","(X)","(X)","21.1","(X)","(X)","(X)","53479","2330","0.9","0.7","1.0","0.6","1.5","0.8","3.8","1.3","6.2","1.3","17.1","2.0","19.7","2.3","29.7","2.4","10.8","1.7","9.2","1.9","99421","4561","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22397","1791","6.2","2.4","5.8","2.0","13.6","3.1","12.3","3.0","16.4","3.5","25.7","4.5","11.1","4.3","6.8","1.9","1.0","0.9","1.3","0.7","44696","3450","51703","3324","(X)","(X)","(X)","(X)","15.7","(X)","Washington County, Minnesota"
"0500000US27171","45203","964","2.6","1.0","2.5","0.9","7.9","1.8","10.2","2.3","15.5","2.5","16.6","2.1","18.0","2.5","19.3","2.7","4.8","1.0","2.7","0.9","66833","4898","76490","3176","23.6","(X)","(X)","(X)","(X)","(X)","32693","1410","1.3","0.8","1.2","0.9","4.8","1.6","6.4","1.9","14.0","2.6","16.6","2.4","22.7","3.2","24.4","3.6","5.3","1.2","3.2","1.2","80343","4116","86574","4054","(X)","(X)","23.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","86942","4316","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12510","1385","6.7","3.3","7.3","2.9","17.9","5.1","19.0","5.9","19.9","6.1","15.1","4.3","5.7","3.2","4.0","2.5","3.0","1.9","1.5","2.3","34226","4341","46129","6263","(X)","(X)","(X)","(X)","21.7","(X)","Wright County, Minnesota"
"0500000US28033","56842","1471","5.1","1.7","4.6","1.4","10.8","2.1","9.3","1.7","13.2","2.4","20.3","2.6","19.0","2.7","13.6","2.4","3.1","1.3","1.1","0.6","60385","4476","64359","3271","31.7","(X)","(X)","(X)","(X)","(X)","43681","1914","3.5","1.7","2.8","1.4","7.1","1.9","8.1","2.0","13.6","2.4","20.7","3.1","22.7","3.1","16.1","3.0","3.9","1.6","1.4","0.8","66267","4934","71541","3779","(X)","(X)","32.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","77456","2848","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13161","1742","11.7","5.1","10.4","4.0","22.4","5.9","14.1","4.3","16.8","6.2","15.5","6.2","6.1","4.0","2.2","1.9","0.4","0.7","0.4","0.7","28759","4825","36789","4043","(X)","(X)","(X)","(X)","28.1","(X)","DeSoto County, Mississippi"
"0500000US28035","27676","1310","15.8","3.7","9.7","2.7","15.6","3.1","10.7","2.8","15.9","3.8","14.9","3.2","8.9","2.9","5.8","1.8","1.7","1.2","1.0","0.9","31327","6220","45404","5446","32.5","(X)","(X)","(X)","(X)","(X)","16473","1499","10.8","4.2","8.2","3.2","15.3","3.9","8.9","3.3","15.0","4.5","16.6","4.3","12.5","4.6","8.4","3.0","2.8","2.0","1.4","1.4","41302","5655","55349","8137","(X)","(X)","36.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","58886","9378","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11203","1574","24.8","6.7","11.9","5.3","16.7","5.8","13.1","5.0","16.4","5.7","12.7","4.6","2.1","2.5","1.8","1.8","0.0","1.7","0.5","0.9","21960","3898","29329","3525","(X)","(X)","(X)","(X)","25.7","(X)","Forrest County, Mississippi"
"0500000US28047","69971","2387","7.7","1.8","6.6","1.6","13.5","2.2","13.1","2.3","17.2","2.4","17.2","2.7","12.6","2.2","9.2","1.7","1.7","0.7","1.2","0.6","41970","2845","55344","3457","28.2","(X)","(X)","(X)","(X)","(X)","44907","2389","7.2","1.9","4.4","1.9","11.6","2.7","10.9","2.5","15.6","2.9","19.1","3.2","15.4","3.1","12.1","2.4","2.3","1.1","1.4","0.8","50453","5062","61843","4008","(X)","(X)","30.4","(X)","(X)","(X)","30863","2071","1.5","1.2","2.8","2.1","9.3","3.1","6.9","2.2","14.7","3.5","23.8","4.6","20.4","4.0","15.0","3.3","3.4","1.6","2.1","1.2","66778","4260","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25064","2530","11.0","3.5","10.2","2.9","17.7","3.8","17.1","4.6","19.8","4.4","13.0","3.8","6.2","3.1","3.9","2.0","0.3","0.5","0.8","0.7","31260","1942","41493","5925","(X)","(X)","(X)","(X)","22.4","(X)","Harrison County, Mississippi"
"0500000US28049","87276","2153","10.4","2.0","8.7","1.6","14.6","1.7","12.7","1.9","17.0","2.1","15.3","2.0","8.7","1.6","7.4","1.3","2.4","0.8","2.8","0.9","37358","1923","53099","2745","39.1","(X)","(X)","(X)","(X)","(X)","58261","2419","6.6","1.8","5.9","1.5","12.0","2.0","13.4","2.7","17.2","2.6","16.2","2.5","11.5","2.1","10.3","1.8","2.9","1.1","4.0","1.4","44943","3602","63253","4060","(X)","(X)","41.1","(X)","(X)","(X)","30976","2271","0.4","0.4","1.6","1.3","7.4","2.2","9.1","2.9","13.5","3.3","21.1","4.0","17.3","3.4","17.4","2.9","5.1","2.0","7.2","2.6","70277","8212","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29015","2188","19.1","4.0","14.8","3.4","20.5","4.2","13.1","3.6","16.4","3.8","11.3","3.0","1.8","1.4","1.5","1.4","1.2","1.1","0.3","0.4","22942","2558","30248","3346","(X)","(X)","(X)","(X)","34.2","(X)","Hinds County, Mississippi"
"0500000US28059","49726","1864","9.2","2.2","4.5","1.5","14.0","2.8","11.2","2.4","16.1","3.0","20.5","3.6","10.1","1.9","9.4","2.0","3.1","1.1","1.9","0.9","44951","3491","58043","3969","31.5","(X)","(X)","(X)","(X)","(X)","34337","1874","5.6","2.1","4.5","1.8","11.3","3.2","8.8","2.5","16.2","3.6","22.4","4.2","13.0","2.7","11.4","2.5","4.1","1.6","2.8","1.4","51999","4055","67254","5955","(X)","(X)","32.0","(X)","(X)","(X)","24279","1984","3.1","2.0","1.7","1.1","6.1","3.1","7.6","2.7","15.2","4.4","26.6","5.2","17.0","3.7","14.2","3.2","5.1","2.1","3.5","1.9","64825","6886","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15389","1768","18.0","5.5","5.2","2.8","21.1","6.6","15.3","5.1","16.3","5.5","14.5","6.0","3.8","2.5","4.7","2.7","1.0","0.9","0.0","1.2","29142","4855","36409","3999","(X)","(X)","(X)","(X)","30.2","(X)","Jackson County, Mississippi"
"0500000US28067","24465","1562","9.2","3.8","10.6","3.6","15.1","4.1","12.9","4.1","19.7","4.6","15.5","3.7","7.6","2.4","6.2","2.5","1.8","1.6","1.3","1.0","35913","2779","45807","4606","45.2","(X)","(X)","(X)","(X)","(X)","18029","1475","5.0","3.1","7.1","3.3","13.5","4.9","14.9","5.1","21.3","5.1","16.6","4.3","9.6","3.2","8.3","3.3","2.5","2.2","1.4","1.4","39102","3975","52371","6000","(X)","(X)","44.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","47473","9821","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6436","1321","21.6","8.9","22.5","10.6","17.6","6.6","13.5","9.0","15.6","9.1","6.7","5.5","1.0","1.8","0.6","1.0","0.0","2.9","1.0","1.7","18125","6042","24938","5225","(X)","(X)","(X)","(X)","40.8","(X)","Jones County, Mississippi"
"0500000US28075","28873","2112","12.7","3.3","13.9","3.9","14.3","4.0","15.5","3.5","9.4","2.7","13.0","3.5","7.8","3.0","8.3","2.4","2.5","1.2","2.7","1.3","31334","3778","50377","5236","27.6","(X)","(X)","(X)","(X)","(X)","19071","1770","6.0","2.5","13.1","4.2","11.4","3.7","13.4","4.5","9.0","3.2","17.6","5.0","11.3","4.4","11.2","3.4","3.7","1.8","3.3","1.6","43461","10703","62328","6551","(X)","(X)","32.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","61368","11309","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9802","1447","25.6","7.7","18.4","6.5","23.5","8.0","14.3","5.2","9.5","5.2","3.6","2.4","0.9","1.6","2.6","2.5","0.0","1.9","1.7","1.9","18270","2431","25716","5350","(X)","(X)","(X)","(X)","17.7","(X)","Lauderdale County, Mississippi"
